1,"{B, D, H, J, M, P, T, W, Z, \, a, b, e, h, l, n}",republican,T1
2,"{B, D, H, J, M, P, T, W, Z, ], `, b, e, h, l, p}",republican,T2
3,"{C, D, G, L, M, P, T, W, Z, ], _, c, e, h, l, o}",democrat,T3
4,"{B, D, G, K, O, P, T, W, Z, ], _, c, e, i, l, n}",democrat,T4
5,"{A, D, G, K, M, P, T, W, Z, ], _, d, e, h, k, n}",democrat,T5
6,"{B, D, G, K, M, P, T, W, Z, ], `, c, e, h, k, n}",democrat,T6
7,"{B, D, H, J, M, P, T, W, Z, ], `, c, g, h, k, n}",democrat,T7
8,"{B, D, H, J, M, P, T, W, Z, ], `, c, e, h, m, n}",republican,T7
9,"{B, D, H, J, M, P, T, W, Z, ], `, b, e, h, l, n}",republican,T7
10,"{A, D, G, K, N, Q, S, V, Y, ], `, c, f, i, m, p}",democrat,T10
11,"{B, D, H, J, M, Q, T, W, Z, ], a, d, e, h, l, o}",republican,T11
12,"{B, D, H, J, M, P, T, W, Z, ], _, d, e, h, m, p}",republican,T12
13,"{B, D, G, K, N, Q, S, V, Y, ], `, c, e, i, m, p}",democrat,T13
14,"{A, D, G, K, N, P, S, V, [, \, _, d, f, i, k, p}",democrat,T14
15,"{B, D, H, J, M, P, T, W, Z, ], `, b, g, j, l, p}",republican,T15
16,"{B, D, H, J, M, P, T, W, Z, \, `, b, e, j, l, p}",republican,T16
17,"{A, E, G, K, N, P, T, V, [, \, _, b, g, i, l, n}",democrat,T17
18,"{A, F, G, K, N, Q, S, V, Y, ], `, c, e, i, k, n}",democrat,T10
19,"{B, D, H, J, M, P, T, W, Z, ], `, d, e, h, l, o}",republican,T2
20,"{A, D, G, K, N, Q, S, V, Y, ], _, c, f, i, k, n}",democrat,T10
21,"{A, D, G, K, N, R, S, V, Z, ], _, c, f, i, k, n}",democrat,T21
22,"{A, D, G, K, N, Q, S, V, Y, ], `, c, g, j, k, n}",democrat,T22
23,"{A, F, G, K, N, Q, S, V, Y, ], `, d, f, i, k, n}",democrat,T10
24,"{A, D, G, K, N, Q, S, V, Y, ], `, c, f, i, k, n}",democrat,T10
25,"{A, E, G, K, N, Q, S, V, Y, ], `, c, f, i, k, p}",democrat,T10
26,"{A, E, G, K, N, Q, S, V, Y, \, `, c, f, i, k, n}",democrat,T26
27,"{A, E, G, K, N, Q, S, V, Y, ], _, c, f, i, k, n}",democrat,T10
28,"{A, D, G, K, N, Q, S, V, Y, ], _, c, f, i, k, n}",democrat,T10
29,"{A, E, H, J, M, Q, S, V, Y, ], `, b, e, h, l, n}",republican,T29
