1,"{B, C, E, H, I, K, N, P, R, T, U, W, [, _, a, d}",Class_1,T1
2,"{B, C, E, H, I, K, M, P, R, T, U, W, [, `, a, d}",Class_1,T2
3,"{A, C, F, G, I, L, N, P, R, S, U, X, Y, `, a, c}",Class_4,T3
4,"{B, C, E, H, I, K, N, P, R, T, U, W, [, _, a, d}",Class_1,T1
5,"{B, C, E, H, I, K, N, P, R, T, U, W, [, `, a, d}",Class_1,T5
6,"{B, C, E, H, I, K, M, P, R, T, U, W, [, `, a, d}",Class_1,T2
7,"{B, C, E, H, I, K, M, P, R, T, U, W, [, `, b, d}",Class_1,T2
8,"{A, C, F, G, I, L, M, P, R, S, U, X, Y, `, b, c}",Class_4,T3
9,"{A, C, F, G, I, L, N, P, R, S, U, X, Y, `, a, c}",Class_4,T3
10,"{B, C, E, H, I, K, M, P, R, T, U, W, [, _, b, c}",Class_1,T2
11,"{B, C, E, H, I, K, N, P, R, T, U, W, [, `, a, d}",Class_1,T5
12,"{A, D, F, G, J, K, M, O, R, T, U, W, Z, `, b, c}",Class_2,T12
13,"{A, C, F, G, I, L, N, P, R, S, U, X, Y, `, a, c}",Class_4,T3
14,"{A, C, F, G, I, K, N, O, Q, S, U, W, Y, _, a, c}",Class_7,T14
15,"{A, C, F, G, I, L, N, O, Q, S, U, W, [, _, a, c}",Class_7,T14
16,"{A, C, F, G, I, L, N, O, Q, S, U, W, ], _, a, c}",Class_7,T14
17,"{A, D, F, G, J, K, N, O, R, T, U, W, Z, `, a, c}",Class_2,T12
18,"{B, C, E, H, I, K, M, P, R, T, U, W, [, `, a, d}",Class_1,T2
19,"{A, C, F, G, I, L, N, P, R, S, U, X, Y, `, a, d}",Class_4,T3
20,"{A, C, E, H, I, L, N, P, R, T, U, X, Y, `, a, d}",Class_1,T20
21,"{A, D, F, G, J, K, M, O, R, T, U, W, Z, `, b, c}",Class_2,T12
22,"{A, D, F, G, J, L, M, O, R, T, U, W, Z, `, a, c}",Class_2,T12
23,"{B, C, E, H, I, K, M, P, R, T, U, W, [, `, a, d}",Class_1,T2
24,"{A, D, F, G, J, K, M, O, R, T, U, W, Z, `, a, d}",Class_2,T12
25,"{A, C, F, G, I, K, M, O, Q, T, U, W, ], _, a, c}",Class_6,T14
26,"{A, C, F, G, I, L, N, P, R, T, U, W, [, _, a, c}",Class_5,T26
27,"{A, C, F, G, I, L, N, P, R, T, V, W, [, _, a, c}",Class_5,T26
28,"{B, C, E, H, J, K, M, P, R, T, U, W, Z, `, a, c}",Class_1,T2
29,"{B, C, E, H, I, K, M, P, R, T, U, W, [, `, a, d}",Class_1,T2
30,"{B, C, E, H, I, K, N, P, R, T, U, W, Z, _, b, d}",Class_1,T30
31,"{A, C, F, G, J, K, M, O, Q, T, U, W, ], _, a, c}",Class_6,T14
32,"{B, C, E, H, I, K, M, P, R, T, U, W, [, `, b, d}",Class_1,T2
33,"{B, C, E, H, I, K, M, P, R, T, U, W, Z, _, a, d}",Class_1,T33
34,"{A, D, F, G, J, L, N, O, R, T, U, W, Z, `, a, c}",Class_2,T12
35,"{A, C, F, G, I, L, M, P, R, S, U, X, Y, `, a, c}",Class_4,T3
36,"{B, C, E, H, I, K, M, P, R, T, U, W, [, `, b, c}",Class_1,T2
37,"{B, C, E, H, I, K, M, P, R, T, U, W, [, `, a, c}",Class_1,T2
38,"{A, D, F, G, J, K, N, O, R, T, U, W, Z, `, a, c}",Class_2,T12
39,"{A, C, F, G, I, L, N, P, R, S, U, X, Y, `, a, c}",Class_4,T3
40,"{B, C, F, G, J, K, M, O, Q, T, V, W, ], _, b, c}",Class_6,T14
41,"{B, C, F, G, J, K, M, O, Q, T, U, W, ], _, a, c}",Class_6,T14
42,"{A, D, F, G, I, K, N, O, R, T, U, W, Z, `, a, c}",Class_2,T12
43,"{A, C, F, G, J, K, N, O, Q, T, U, W, ], _, a, c}",Class_6,T14
44,"{A, D, F, G, J, K, M, O, R, T, U, W, Z, `, a, c}",Class_2,T12
45,"{B, C, E, H, I, K, N, P, R, T, U, W, [, `, a, d}",Class_1,T5
46,"{B, C, E, H, I, K, N, P, R, T, U, W, [, `, a, d}",Class_1,T5
47,"{A, C, F, G, I, L, N, O, Q, S, U, W, ], _, a, c}",Class_7,T14
48,"{B, C, E, H, I, K, N, P, R, T, U, W, [, `, a, d}",Class_1,T5
49,"{B, C, E, H, I, L, N, P, R, T, U, W, [, `, a, d}",Class_1,T49
50,"{B, C, E, H, I, K, N, P, R, T, U, W, [, `, a, c}",Class_1,T50
51,"{B, C, E, H, I, K, N, P, R, T, U, W, [, `, a, d}",Class_1,T5
52,"{B, C, F, G, J, K, M, O, Q, T, U, W, ], _, a, c}",Class_6,T14
53,"{A, C, F, G, I, L, N, P, R, T, U, W, [, `, a, c}",Class_5,T26
54,"{A, C, F, G, I, L, N, O, Q, S, U, W, ^, _, a, d}",Class_7,T14
55,"{B, C, E, H, I, K, N, P, R, T, U, W, [, `, a, c}",Class_1,T50
56,"{B, C, E, H, I, K, M, P, R, T, U, W, [, `, a, d}",Class_1,T2
57,"{A, D, F, G, I, K, M, O, R, T, U, W, Z, `, a, d}",Class_2,T12
58,"{A, D, F, G, J, K, M, O, R, T, U, W, Z, `, b, c}",Class_2,T12
59,"{A, D, F, G, I, L, N, O, R, T, U, W, Z, `, a, d}",Class_2,T12
60,"{A, D, F, G, J, K, M, O, R, T, U, W, Z, `, a, c}",Class_2,T12
61,"{A, C, F, G, I, L, N, P, R, S, U, X, Y, `, a, d}",Class_4,T3
62,"{A, C, F, G, I, L, N, P, R, S, U, X, Y, `, a, c}",Class_4,T3
63,"{A, C, F, G, I, K, N, P, R, T, V, W, Y, `, a, c}",Class_3,T26
64,"{B, C, F, H, I, L, N, O, R, T, U, W, [, `, a, d}",Class_1,T64
65,"{B, C, E, H, I, K, N, P, R, T, U, W, [, `, a, d}",Class_1,T5
66,"{B, C, E, H, I, K, M, P, R, T, U, W, [, `, b, d}",Class_1,T2
67,"{A, C, E, H, I, L, N, P, R, T, U, X, Y, `, a, d}",Class_1,T20
68,"{B, C, E, H, I, K, N, P, R, T, U, W, [, `, a, d}",Class_1,T5
69,"{B, C, E, H, I, K, N, P, R, T, U, W, [, `, b, d}",Class_1,T69
70,"{B, C, E, H, I, K, N, P, R, T, U, W, [, `, a, d}",Class_1,T5
71,"{B, C, E, H, I, K, M, P, R, T, U, W, [, `, b, d}",Class_1,T2
72,"{A, D, F, G, I, K, N, O, R, T, U, W, Z, `, a, d}",Class_2,T12
73,"{A, C, E, G, I, K, N, O, Q, T, V, W, ^, `, a, c}",Class_7,T73
74,"{A, C, F, G, I, L, M, P, R, S, U, X, Y, `, a, c}",Class_4,T3
75,"{B, C, E, H, I, L, N, P, R, T, U, X, Y, _, a, d}",Class_1,T20
76,"{B, C, E, H, I, L, N, P, R, T, U, X, Z, `, a, d}",Class_1,T20
77,"{A, C, E, G, I, L, N, P, R, S, V, W, Y, `, a, c}",Class_3,T3
78,"{A, C, F, G, I, L, N, O, Q, S, V, W, Y, _, a, c}",Class_7,T14
79,"{A, D, F, G, J, L, N, O, R, T, U, W, Z, `, a, c}",Class_2,T12
80,"{A, D, F, G, J, L, N, O, R, T, U, W, Z, `, a, c}",Class_2,T12
81,"{A, C, F, G, I, K, N, P, R, T, U, W, Y, `, a, c}",Class_3,T26
82,"{A, C, F, G, I, K, M, O, Q, T, U, W, Y, _, a, c}",Class_7,T14
83,"{A, C, F, G, I, L, M, P, R, S, U, X, Y, `, a, c}",Class_4,T3
84,"{A, D, F, G, J, K, M, O, R, T, U, W, Z, `, a, c}",Class_2,T12
85,"{B, C, E, H, I, K, M, P, R, T, U, W, Z, `, a, c}",Class_1,T2
