1,0.117647,0.72,97,4,68,5,48,70,65,11,51,45,99
2,0.117647,0.72,97,56,23,29,18,6,68,51,70,45,5
3,0.117647,0.608696,55,93,74,83,61,35,39,62,19,13,9
4,0.117647,0.72,97,1,68,5,48,70,65,11,51,45,99
5,0.117647,0.666667,84,48,45,51,46,68,11,55,70,99,65
6,0.117647,0.72,97,56,23,2,29,18,68,51,70,45,5
7,0.117647,0.769231,100,66,23,69,2,29,18,6,36,32,71
8,0.315789,0.72,100,39,83,19,35,93,62,3,13,74,9
9,0.117647,0.608696,55,93,74,83,61,35,39,3,62,19,13
10,0.315789,0.769231,100,36,32,95,7,71,66,55,37,2,50
11,0.117647,0.666667,84,70,68,51,45,5,65,55,46,99,48
12,0.222222,0.72,100,60,84,101,21,38,22,17,24,58,44
13,0.117647,0.608696,55,93,74,83,61,35,39,3,9,19,62
14,0.315789,0.545455,100,100,86,25,89,82,43,78,47,15,16
15,0.4,0.608696,100,47,16,86,78,26,54,43,27,90,14
16,0.4,0.608696,100,25,89,86,43,78,54,14,31,47,15
17,0.117647,0.608696,55,80,79,96,84,44,42,38,34,101,60
18,0.117647,0.72,97,56,23,2,29,6,68,51,70,45,5
19,0.222222,0.608696,99,93,87,83,61,35,9,3,62,13,39
20,0.4,0.666667,100,19,93,61,67,49,76,75,62,45,13
21,0.222222,0.72,100,60,84,101,12,38,22,17,24,58,44
22,0.222222,0.608696,100,101,44,88,84,60,21,38,34,80,79
23,0.117647,0.72,97,56,2,29,18,6,68,51,70,45,5
24,0.222222,0.72,100,96,84,101,44,88,60,17,57,21,72
25,0.315789,0.666667,100,82,43,14,100,31,47,89,16,41,52
26,0.4,0.545455,99,92,81,27,53,15,3,39,90,62,9
27,0.47619,0.608696,100,92,81,63,53,26,77,15,78,90,9
28,0.315789,0.72,100,85,56,37,23,50,97,55,95,94,2
29,0.117647,0.72,97,56,23,2,18,6,68,51,70,45,5
30,0.315789,0.769231,100,1,69,4,33,46,68,65,5,11,70
31,0.4,0.72,100,25,89,43,41,52,82,98,40,60,100
32,0.117647,0.769231,100,66,23,69,2,29,18,6,36,7,71
33,0.222222,0.769231,100,56,1,23,85,97,2,4,29,18,6
34,0.222222,0.545455,99,22,84,17,79,80,42,38,101,59,44
35,0.222222,0.666667,99,39,83,8,74,93,62,3,13,61,9
36,0.222222,0.72,100,32,7,95,37,71,66,10,2,29,50
37,0.117647,0.666667,84,56,85,95,23,2,29,55,18,6,50
38,0.117647,0.608696,55,80,79,96,84,44,42,17,34,101,60
39,0.117647,0.608696,55,93,74,83,61,35,13,3,9,19,62
40,0.545455,0.857143,100,52,100,31,82,25,89,98,43,58,41
41,0.47619,0.769231,100,25,89,43,31,52,82,98,40,60,100
42,0.222222,0.545455,55,80,79,96,84,59,17,34,38,72,101
43,0.315789,0.666667,100,89,82,16,14,31,47,41,100,52,25
44,0.117647,0.666667,84,21,84,101,12,38,22,17,24,58,60
45,0.117647,0.666667,84,48,51,65,46,5,11,55,70,99,68
46,0.117647,0.666667,84,48,51,65,45,5,11,55,70,99,68
47,0.4,0.608696,100,25,89,86,43,78,54,14,31,15,16
48,0.117647,0.666667,84,70,51,65,45,5,11,55,46,99,68
49,0.117647,0.666667,97,45,99,65,70,46,11,68,5,48,51
50,0.117647,0.608696,55,48,46,37,70,45,99,55,95,5,68
